,REGION,COD_BNA,NOMBRE,ESTADO,ESTE_84,NORTE_84,COD_CUEN,COD_SUBC,COD_SSUBC,NOM_SSUBC,NOM_CUEN,NOM_SUBC,CINE_REG,COD_REG,NOM_REG,CINE_PROV,COD_PROV,NOM_PROV,CINE_COM,COD_COM,NOM_COM
211,1,01020014-8,COTACOTANI,Vigentes,474243,7988679,010,0102,01020,Rio Lauca antes Rio Guallatire,Altiplanicas,Rio Lauca,15,15,Arica y Parinacota,152,152,Parinacota,15201,15201,Putre
212,1,01020017-2,PARINACOTA EX ENDESA,Vigentes,471615,7987222,010,0102,01020,Rio Lauca antes Rio Guallatire,Altiplanicas,Rio Lauca,15,15,Arica y Parinacota,152,152,Parinacota,15201,15201,Putre
213,1,01010007-0,CHUNGARA RETEN,Vigentes,485395,7978695,010,0101,01010,Lago Chungara,Altiplanicas,Lago Chungara,15,15,Arica y Parinacota,152,152,Parinacota,15201,15201,Putre
214,1,01010010-0,CHUNGARA AJATA,Vigentes,480626,7983770,010,0101,01010,Lago Chungara,Altiplanicas,Lago Chungara,15,15,Arica y Parinacota,152,152,Parinacota,15201,15201,Putre
215,1,01021002-K,RIO GUALLATIRE EN GUALLATIRE,Vigentes,484016,7954867,010,0102,01021,Rio Lauca entre antes Rio Guallatire y la frontera,Altiplanicas,Rio Lauca,15,15,Arica y Parinacota,152,152,Parinacota,15201,15201,Putre
216,1,01021007-0,GUALLATIRE,Vigentes,483736,7954769,010,0102,01021,Rio Lauca entre antes Rio Guallatire y la frontera,Altiplanicas,Rio Lauca,15,15,Arica y Parinacota,152,152,Parinacota,15201,15201,Putre
217,1,01300006-9,CENTRAL CHAPIQUIÑA,Vigentes,442121,7968569,013,0130,01300,"Rio Seco, Quebrada Chusmiza y Rio Tignamar",Rio San Jose,Azapa Alto,15,15,Arica y Parinacota,152,152,Parinacota,15201,15201,Putre
218,1,01300007-7,BELEN,Vigentes,445416,7957986,013,0130,01300,"Rio Seco, Quebrada Chusmiza y Rio Tignamar",Rio San Jose,Azapa Alto,15,15,Arica y Parinacota,152,152,Parinacota,15201,15201,Putre
219,1,01300008-5,TIGNAMAR,Vigentes,447864,7945454,013,0130,01300,"Rio Seco, Quebrada Chusmiza y Rio Tignamar",Rio San Jose,Azapa Alto,15,15,Arica y Parinacota,152,152,Parinacota,15201,15201,Putre
220,1,01300009-3,RIO TICNAMAR EN ANGOSTURA,Vigentes,440319,7952869,013,0130,01300,"Rio Seco, Quebrada Chusmiza y Rio Tignamar",Rio San Jose,Azapa Alto,15,15,Arica y Parinacota,152,152,Parinacota,15201,15201,Putre
221,1,01030003-7,CHILCAYA,Vigentes,491077,7921963,010,0103,01030,Salar de Surire,Altiplanicas,Salar de Surire,15,15,Arica y Parinacota,152,152,Parinacota,15201,15201,Putre
222,1,01410012-1,CODPA,Vigentes,421621,7917556,014,0141,01410,Quebrada Vitor,Costeras R. San Jose-Q.Camarones,Quebrada Vitor,15,15,Arica y Parinacota,151,151,Arica,15102,15102,Camarones
223,1,01502007-5,ESQUIÑA,Vigentes,444221,7906029,015,0150,01502,"Rio Camarones entre E.  Veco, R. Caritaya y Q. de Chiza",Q. Rio Camarones,Rio Camarones Antes Junta Quebrada de Chiza,15,15,Arica y Parinacota,151,151,Arica,15102,15102,Camarones
224,1,01502008-3,RIO CAMARONES EN CHILPE,Vigentes,434783,7905397,015,0150,01502,"Rio Camarones entre E.  Veco, R. Caritaya y Q. de Chiza",Q. Rio Camarones,Rio Camarones Antes Junta Quebrada de Chiza,15,15,Arica y Parinacota,151,151,Arica,15102,15102,Camarones
225,1,01502009-1,METEOROLOGICA DE CAMARONES,Vigentes,409950,7898066,015,0150,01502,"Rio Camarones entre E.  Veco, R. Caritaya y Q. de Chiza",Q. Rio Camarones,Rio Camarones Antes Junta Quebrada de Chiza,15,15,Arica y Parinacota,151,151,Arica,15102,15102,Camarones
226,1,01610004-8,Q. CAMIÑA 3 KM. A. ARRIBA DE TARCAVIRE,Vigentes,474443,7886163,016,0161,01610,Quebradas de Camiña y Tilviches,Costeras R.Camarones-Pampa del Tamarugal,Quebrada de Camiña,01,1,Tarapacá,014,14,Tamarugal,01403,1403,Colchane
227,1,01041003-7,COLCHANE (T. ISLUGA),Vigentes,538022,7868563,010,0104,01041,Quebrada Manque,Altiplanicas,Entre Estero Sencata y Rio Sacaya,01,1,Tarapacá,014,14,Tamarugal,01403,1403,Colchane
228,1,01041004-5,ENQUELCA (EX CARAGUANO),Vigentes,520551,7873933,010,0104,01041,Quebrada Manque,Altiplanicas,Entre Estero Sencata y Rio Sacaya,01,1,Tarapacá,014,14,Tamarugal,01403,1403,Colchane
229,1,01042002-4,HUAYTANI,Vigentes,541556,7838936,010,0104,01042,Rio de Cariquina,Altiplanicas,Entre Estero Sencata y Rio Sacaya,01,1,Tarapacá,014,14,Tamarugal,01403,1403,Colchane
230,1,01020016-4,CHUCUYO RETEN,Vigentes,466018,7885610,015,0151,01510,Quebrada de Chiza,Q. Rio Camarones,Quebrada de Chiza,01,1,Tarapacá,014,14,Tamarugal,01402,1402,Camiña
231,1,01611001-9,CAMIÑA,Vigentes,455106,7864520,016,0161,01611,Quebrada Camiña Baja entre cota 2000 y bajo quebrada Tilihuiche,Costeras R.Camarones-Pampa del Tamarugal,Quebrada de Camiña,01,1,Tarapacá,014,14,Tamarugal,01402,1402,Camiña
232,1,01720006-2,CHIAPA,Vigentes,478480,7839717,017,0172,01720,Quebrada de Aroma,Pampa del Tamarugal,Quebrada de Aroma,01,1,Tarapacá,014,14,Tamarugal,01404,1404,Huara
233,1,01730007-5,Q. TARAPACA EN SIBAYA,Vigentes,484996,7812505,017,0173,01730,"Quebradas de Paca, del Infiernillo, de Tarapaca, de Linga",Pampa del Tamarugal,Quebrada de Tarapaca,01,1,Tarapacá,014,14,Tamarugal,01404,1404,Huara
234,1,01730017-2,POROMA,Vigentes,480913,7802725,017,0173,01730,"Quebradas de Paca, del Infiernillo, de Tarapaca, de Linga",Pampa del Tamarugal,Quebrada de Tarapaca,01,1,Tarapacá,014,14,Tamarugal,01404,1404,Huara
235,1,01730019-9,MOCHA,Vigentes,470807,7809016,017,0173,01730,"Quebradas de Paca, del Infiernillo, de Tarapaca, de Linga",Pampa del Tamarugal,Quebrada de Tarapaca,01,1,Tarapacá,014,14,Tamarugal,01404,1404,Huara
236,1,01730020-2,CHUZMIZA,Vigentes,480633,7823293,017,0173,01730,"Quebradas de Paca, del Infiernillo, de Tarapaca, de Linga",Pampa del Tamarugal,Quebrada de Tarapaca,01,1,Tarapacá,014,14,Tamarugal,01404,1404,Huara
237,2,02000001-5,OLLAGUE,Vigentes,577251,7652885,020,0200,02000,Salar de Ollague,Fronterizas Salar Michincha-R.Loa,Salar De Ollague,02,2,Antofagasta,022,22,El Loa,02202,2202,Ollagüe
238,2,02020002-2,ASCOTAN,Vigentes,574916,7597414,020,0202,02020,Salar de Ascotan,Fronterizas Salar Michincha-R.Loa,Salar De Ascotan,02,2,Antofagasta,022,22,El Loa,02202,2202,Ollagüe
239,2,02101001-4,RIO LOA ANTES REPRESA LEQUENA,Vigentes,534963,7605223,021,0210,02101,Rio Loa Entre Estero Chela y Bajo Junta Quebrada de Hachas,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
240,2,02101003-0,LEQUENA,Vigentes,534930,7604914,021,0210,02101,Rio Loa Entre Estero Chela y Bajo Junta Quebrada de Hachas,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
241,2,02102005-2,QUINCHAMALE,Vigentes,541476,7577188,021,0210,02102,Rio Loa entre Quebrada de Hachas y Rio San Pedro,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
242,2,02103008-2,PARSHALL N 2,Vigentes,549596,7573130,021,0210,02103,Rio San Pedro,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
243,2,02103009-0,OJOS SAN PEDRO,Vigentes,568222,7568368,021,0210,02103,Rio San Pedro,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
244,2,02103010-4,INACALIRI,Vigentes,596380,7563858,021,0210,02103,Rio San Pedro,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
245,2,02103012-0,SILALA,Vigentes,599877,7564957,021,0210,02103,Rio San Pedro,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
246,2,02103014-7,RIO SILOLI ANTES B.T. FCAB,Vigentes,600230,7565333,021,0210,02103,Rio San Pedro,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
247,2,02105036-9,MIRADOR SILALA,Vigentes,604450,7560768,021,0210,02103,Rio San Pedro,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
248,2,02105037-7,HITO SILALA,Vigentes,599220,7563355,021,0210,02103,Rio San Pedro,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
249,2,02104002-9,RIO LOA EN SALIDA EMBALSE CONCHI,Vigentes,539097,7564038,021,0210,02104,Rio Loa entre Rio San Pedro y Rio Salado,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
250,2,02104007-K,CONCHI VIEJO,Vigentes,528307,7572257,021,0210,02104,Rio Loa entre Rio San Pedro y Rio Salado,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
251,2,02104008-8,CONCHI EMBALSE,Vigentes,538799,7564139,021,0210,02104,Rio Loa entre Rio San Pedro y Rio Salado,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
252,2,02104010-K,CHIU-CHIU,Vigentes,536239,7528894,021,0210,02104,Rio Loa entre Rio San Pedro y Rio Salado,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
253,2,02105001-6,RIO SALADO A. J. CURTI,Vigentes,578008,7536087,021,0210,02105,Rio Salado,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
254,2,02105002-4,RIO SALADO EN SIFON AYQUINA,Vigentes,567491,7535007,021,0210,02105,Rio Salado,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
255,2,02105014-8,CUPO,Vigentes,570481,7554308,021,0210,02105,Rio Salado,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
256,2,02105016-4,LINZOR,Vigentes,600703,7541412,021,0210,02105,Rio Salado,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
257,2,02105017-2,TOCONCE,Vigentes,585894,7537639,021,0210,02105,Rio Salado,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
258,2,02105018-0,AYQUINA,Vigentes,569640,7536478,021,0210,02105,Rio Salado,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
259,2,02105020-2,SALADO EMBALSE,Vigentes,582062,7535392,021,0210,02105,Rio Salado,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
260,2,02105022-9,EL TATIO,Vigentes,601295,7527990,021,0210,02105,Rio Salado,Rio Loa,Rio Loa Alto (bajo junta Rio Salado),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
261,2,02110013-7,CALAMA,Vigentes,509639,7517059,021,0211,02110,Rio Loa entre Rio Salado y Rio San Salvador,Rio Loa,Loa Medio (entre R.  Salado y Q. de Barrera),02,2,Antofagasta,022,22,El Loa,02201,2201,Calama
262,2,02112008-1,QUILLAGUA,Vigentes,444573,7605241,021,0211,02112,Rio Loa entre Rio San Salvador y Quebrada Amarga,Rio Loa,Loa Medio (entre R.  Salado y Q. de Barrera),02,2,Antofagasta,023,23,Tocopilla,02302,2302,María Elena
263,2,02510006-9,SAN PEDRO DE ATACAMA,Vigentes,581987,7466178,025,0251,02510,Rio San Pedro,Salar de Atacama,Rio San Pedro,02,2,Antofagasta,022,22,El Loa,02203,2203,San Pedro de Atacama
264,2,02510007-7,RIO GRANDE,Vigentes,585548,7494766,025,0251,02510,Rio San Pedro,Salar de Atacama,Rio San Pedro,02,2,Antofagasta,022,22,El Loa,02203,2203,San Pedro de Atacama
265,2,02500016-1,TOCONAO EXPERIMENTAL,Vigentes,602573,7435183,025,0250,02500,Salar de Atacama,Salar de Atacama,Salar de Atacama,02,2,Antofagasta,022,22,El Loa,02203,2203,San Pedro de Atacama
266,2,02500017-K,CAMAR,Vigentes,606057,7410866,025,0250,02500,Salar de Atacama,Salar de Atacama,Salar de Atacama,02,2,Antofagasta,022,22,El Loa,02203,2203,San Pedro de Atacama
267,2,02500019-6,SOCAIRE,Vigentes,613092,7390963,025,0250,02500,Salar de Atacama,Salar de Atacama,Salar de Atacama,02,2,Antofagasta,022,22,El Loa,02203,2203,San Pedro de Atacama
268,2,02500020-K,PEINE,Vigentes,595137,7380682,025,0250,02500,Salar de Atacama,Salar de Atacama,Salar de Atacama,02,2,Antofagasta,022,22,El Loa,02203,2203,San Pedro de Atacama
269,2,02500021-8,TALABRE,Vigentes,613530,7421080,025,0250,02500,Salar de Atacama,Salar de Atacama,Salar de Atacama,02,2,Antofagasta,022,22,El Loa,02203,2203,San Pedro de Atacama
270,2,02500025-0,TOCONAO QUEBRADA 1,Vigentes,621742,7432239,025,0250,02500,Salar de Atacama,Salar de Atacama,Salar de Atacama,02,2,Antofagasta,022,22,El Loa,02203,2203,San Pedro de Atacama
271,2,02500026-9,TOCONAO QUEBRADA 4,Vigentes,612782,7439076,025,0250,02500,Salar de Atacama,Salar de Atacama,Salar de Atacama,02,2,Antofagasta,022,22,El Loa,02203,2203,San Pedro de Atacama
272,2,02500027-7,TOCONAO PUEBLO,Vigentes,601953,7435956,025,0250,02500,Salar de Atacama,Salar de Atacama,Salar de Atacama,02,2,Antofagasta,022,22,El Loa,02203,2203,San Pedro de Atacama
273,2,02300000-8,PASO JAMA,Vigentes,633173,7464499,023,0230,02300,Cajon,Fronterizas Salares Atacama-Socompa,Cajon,02,2,Antofagasta,022,22,El Loa,02203,2203,San Pedro de Atacama
274,2,02450000-4,PASO SICO,Vigentes,658907,7364608,024,0245,02450,Laguna Tuyajto Chico y Salar de Laco,Endorreica entre Fronterizas y Salar Atacama,Laguna Tuyajto Chico y Salar de Laco,02,2,Antofagasta,022,22,El Loa,02203,2203,San Pedro de Atacama
275,2,02700001-0,SIERRA GORDA,Vigentes,467047,7468532,027,0270,02700,Quebrada Caracoles bajo junta Quebrada El Buitre,Quebrada Caracoles,Quebrada Caracoles bajo junta Quebrada El Buitre,02,2,Antofagasta,021,21,Antofagasta,02103,2103,Sierra Gorda
276,2,02710002-3,BAQUEDANO,Vigentes,414538,7419580,027,0271,02710,Quebrada Caracoles Entre Quebrada El Buitre y Salar del Carmen,Quebrada Caracoles,Q. Caracoles entre Quebrada El Buitre y  Salar del Carmen,02,2,Antofagasta,021,21,Antofagasta,02103,2103,Sierra Gorda
277,3,03003000-1,CERROS AGUAS BRAVAS,Vigentes,537298,7179841,030,0300,03000,Salar de Gorbea,Endorreicas entre Frontera y Vertiente del Pacifico,Cuencas al N. del Salar de Pedernales,03,3,Atacama,032,32,Chañaral,03202,3202,Diego de Almagro
278,3,03210001-5,LAS VEGAS,Vigentes,433610,7048899,032,0321,03210,Quebrada del Chañaral Alto hasta Bajo Junta Quebrada del Salto,Rio Salado,Quebrada Del Chanaral,03,3,Atacama,032,32,Chañaral,03202,3202,Diego de Almagro
279,3,03441001-1,PASTOS GRANDES,Vigentes,444079,7000752,034,0344,03441,Quebrada Paipote en Junta Quebrada San Andres,Rio Copiapo,Quebrada Paipote,03,3,Atacama,031,31,Copiapó,03101,3101,Copiapó
280,3,03450004-5,COPIAPO,Vigentes,365995,6974013,034,0345,03450,Rio Copiapo Entre Quebrada Paipote y Bajo Junta Quebrada La Brea,Rio Copiapo,R.  Copiapo Bajo,03,3,Atacama,031,31,Copiapó,03101,3101,Copiapó
281,3,03604001-7,EL TOTORAL,Vigentes,306985,6912196,036,0360,03604,Quebrada Totoral Entre Quebrada Boquerones y Desembocadura,Q.Totoral y Costeras hasta Q.Carrizal,Quebrada Totoral,03,3,Atacama,031,31,Copiapó,03101,3101,Copiapó
282,3,03431001-7,RIO COPIAPO EN LA PUERTA,Vigentes,388860,6923599,034,0343,03431,Rio Copiapo Entre Quebrada Barrancas Blancas y Quebrada Carrizalillo,Rio Copiapo,R.  Copiapo Medio,03,3,Atacama,031,31,Copiapó,03103,3103,Tierra Amarilla
283,3,03431004-1,ELIBOR CAMPAMENTO,Vigentes,381452,6935071,034,0343,03431,Rio Copiapo Entre Quebrada Barrancas Blancas y Quebrada Carrizalillo,Rio Copiapo,R.  Copiapo Medio,03,3,Atacama,031,31,Copiapó,03103,3103,Tierra Amarilla
284,3,03404002-8,JORQUERA EN LA GUARDIA,Vigentes,433805,6930458,034,0340,03404,Rio Jorquera entre junta Rio Turbio y Rio Copiapo,Rio Copiapo,Rio Jorquera,03,3,Atacama,031,31,Copiapó,03103,3103,Tierra Amarilla
285,3,03430003-8,RIO COPIAPO EN PASTILLO,Vigentes,403931,6902002,034,0343,03430,"Rio Copiapo Entre Junta Rios Jorquera, Pulido y Manflas y Bajo Junta Q. Barrancas Blancas",Rio Copiapo,R.  Copiapo Medio,03,3,Atacama,031,31,Copiapó,03103,3103,Tierra Amarilla
286,3,03430006-2,LAUTARO EMBALSE,Vigentes,401234,6904740,034,0343,03430,"Rio Copiapo Entre Junta Rios Jorquera, Pulido y Manflas y Bajo Junta Q. Barrancas Blancas",Rio Copiapo,R.  Copiapo Medio,03,3,Atacama,031,31,Copiapó,03103,3103,Tierra Amarilla
287,3,03430007-0,LOS LOROS,Vigentes,389736,6921171,034,0343,03430,"Rio Copiapo Entre Junta Rios Jorquera, Pulido y Manflas y Bajo Junta Q. Barrancas Blancas",Rio Copiapo,R.  Copiapo Medio,03,3,Atacama,031,31,Copiapó,03103,3103,Tierra Amarilla
288,3,03421004-7,MANFLAS HACIENDA,Vigentes,404368,6888488,034,0342,03421,Rio Manflas Entre Quebrada Noriega y Rio Copiapo,Rio Copiapo,Rio Manflas,03,3,Atacama,031,31,Copiapó,03103,3103,Tierra Amarilla
289,3,03414001-4,RIO PULIDO EN VERTEDERO,Vigentes,407372,6892586,034,0341,03414,Rio Pulido entre Rio Mantosa y Rio Copiapo,Rio Copiapo,Rio Pulido,03,3,Atacama,031,31,Copiapó,03103,3103,Tierra Amarilla
290,3,03414002-2,IGLESIA COLORADA,Vigentes,412757,6885854,034,0341,03414,Rio Pulido entre Rio Mantosa y Rio Copiapo,Rio Copiapo,Rio Pulido,03,3,Atacama,031,31,Copiapó,03103,3103,Tierra Amarilla
291,3,03701001-4,CANTO DE AGUA,Vigentes,317260,6884821,037,0370,03701,Quebrada Carrizal Entre Quebrada Chacritas y Desembocadura,Quebrada Carrizal y Costeras hasta R. Huasco,Quebradas Carrizal y Carrizalillo,03,3,Atacama,033,33,Huasco,03304,3304,Huasco
292,3,03826003-0,HUASCO BAJO,Vigentes,282150,6849535,038,0382,03826,Rio Huasco Entre Quebrada Tortolas y Desembocadura,Rio Huasco,Rio Huasco,03,3,Atacama,033,33,Huasco,03304,3304,Huasco
293,3,03823003-4,VALLENAR DGA,Vigentes,329988,6836664,038,0382,03823,Rio Huasco Entre Quebrada El Jilguero y Quebrada Maitencillo,Rio Huasco,Rio Huasco,03,3,Atacama,033,33,Huasco,03301,3301,Vallenar
294,3,03823004-2,LA COMPAÑIA (VALLENAR),Vigentes,324124,6837098,038,0382,03823,Rio Huasco Entre Quebrada El Jilguero y Quebrada Maitencillo,Rio Huasco,Rio Huasco,03,3,Atacama,033,33,Huasco,03301,3301,Vallenar
295,3,03820004-6,SANTA JUANA,Vigentes,338376,6827375,038,0382,03820,Rio Huasco Entre Rio Transito y Del Carmen y Quebrada Camarones,Rio Huasco,Rio Huasco,03,3,Atacama,033,33,Huasco,03301,3301,Vallenar
296,3,03940001-4,DOMEIKO,Vigentes,315393,6795593,039,0394,03940,Quebrada Cha¤aral en Junta Quebrada La Hoyada,Costeras e Islas entre R.Huasco y Cuarta Region,Q. Chañaral,03,3,Atacama,033,33,Huasco,03301,3301,Vallenar
297,3,03825004-3,FREIRINA,Vigentes,296671,6844341,038,0382,03825,Rio Huasco Entre Quebrada Maitencillo y Bajo Quebrada Tortolas,Rio Huasco,Rio Huasco,03,3,Atacama,033,33,Huasco,03303,3303,Freirina
298,3,03800000-4,PORTEZUELO EL GAUCHO,Vigentes,397636,6832965,038,0380,03800,Rio Laguna Grande,Rio Huasco,Rio Transito,03,3,Atacama,033,33,Huasco,03302,3302,Alto del Carmen
299,3,03820001-1,RIO HUASCO EN ALGODONES,Vigentes,352888,6820881,038,0382,03820,Rio Huasco Entre Rio Transito y Del Carmen y Quebrada Camarones,Rio Huasco,Rio Huasco,03,3,Atacama,033,33,Huasco,03302,3302,Alto del Carmen
300,3,03804007-3,JUNTA DEL CARMEN,Vigentes,354993,6818252,038,0380,03806,Rio Transito Entre Quebrada Chanchoquin y Rio Huasco,Rio Huasco,Rio Transito,03,3,Atacama,033,33,Huasco,03302,3302,Alto del Carmen
301,3,03815004-9,SAN FELIX,Vigentes,357312,6798782,038,0381,03815,Rio del Carmen entre Pueblo San Felix y Rio Huasco,Rio Huasco,Rio del Carmen,03,3,Atacama,033,33,Huasco,03302,3302,Alto del Carmen
302,3,03804005-7,EL PARRAL,Vigentes,383316,6793760,038,0380,03804,Rio Transito Entre Rio Chollay y Quebrada Chanchoquin,Rio Huasco,Rio Transito,03,3,Atacama,033,33,Huasco,03302,3302,Alto del Carmen
303,3,03806002-3,EL TRANSITO,Vigentes,374982,6805335,038,0380,03804,Rio Transito Entre Rio Chollay y Quebrada Chanchoquin,Rio Huasco,Rio Transito,03,3,Atacama,033,33,Huasco,03302,3302,Alto del Carmen
304,3,03802001-3,RIO CONAY EN LAS LOZAS,Vigentes,392715,6797210,038,0380,03802,Rio Conay (entre Rio Valeriano y Rio Chollay),Rio Huasco,Rio Transito,03,3,Atacama,033,33,Huasco,03302,3302,Alto del Carmen
305,3,03802006-4,CONAY EN ALBARICOQUE,Vigentes,391179,6796708,038,0380,03802,Rio Conay (entre Rio Valeriano y Rio Chollay),Rio Huasco,Rio Transito,03,3,Atacama,033,33,Huasco,03302,3302,Alto del Carmen
306,3,03804006-5,EL CORRAL,Vigentes,362606,6778607,038,0381,03814,Rio del Carmen Entre Quebrada La Plata y Pueblo San Felix,Rio Huasco,Rio del Carmen,03,3,Atacama,033,33,Huasco,03302,3302,Alto del Carmen
307,3,03814003-5,RIO CARMEN EN EL CORRAL,Vigentes,362207,6778654,038,0381,03814,Rio del Carmen Entre Quebrada La Plata y Pueblo San Felix,Rio Huasco,Rio del Carmen,03,3,Atacama,033,33,Huasco,03302,3302,Alto del Carmen
308,3,03802005-6,CONAY,Vigentes,387596,6794272,038,0380,03803,Rio Chollay,Rio Huasco,Rio Transito,03,3,Atacama,033,33,Huasco,03302,3302,Alto del Carmen
309,4,04120001-4,EL TRAPICHE,Vigentes,294474,6748816,041,0412,04120,Quebrada Los Choros Entre Quebrada Del Pelicano y Desembocura,Rio los Choros,Q. Los Choros entre Q. del Pelicano y desembocadura,04,4,Coquimbo,041,41,Elqui,04104,4104,La Higuera
310,4,04306002-3,HUANTA,Vigentes,365759,6697444,043,0430,04306,Rio Turbio Arriba Junta Estero Huanta y Quebrada del Calvario,Rio Elqui,Rio Turbio,04,4,Coquimbo,041,41,Elqui,04106,4106,Vicuña
311,4,04302001-3,RIO TORO ANTES JUNTA RIO LA LAGUNA,Vigentes,394438,6683290,043,0430,04302,Rio Toro,Rio Elqui,Rio Turbio,04,4,Coquimbo,041,41,Elqui,04106,4106,Vicuña
312,4,04302014-5,JUNTAS,Vigentes,394439,6683290,043,0430,04302,Rio Toro,Rio Elqui,Rio Turbio,04,4,Coquimbo,041,41,Elqui,04106,4106,Vicuña
313,4,04308001-6,RIO TURBIO EN VARILLAR,Vigentes,351661,6686061,043,0430,04308,Rio Turbio Entre Quebrada del Calvario y Rio Elqui,Rio Elqui,Rio Turbio,04,4,Coquimbo,041,41,Elqui,04106,4106,Vicuña
314,4,04308003-2,RIVADAVIA,Vigentes,349359,6682656,043,0430,04308,Rio Turbio Entre Quebrada del Calvario y Rio Elqui,Rio Elqui,Rio Turbio,04,4,Coquimbo,041,41,Elqui,04106,4106,Vicuña
315,4,04323007-7,ALMENDRAL,Vigentes,319985,6680244,043,0432,04323,Rio Elqui Entre Quebrada San Carlos y Quebrada Marquesa,Rio Elqui,R. Elqui Medio,04,4,Coquimbo,041,41,Elqui,04106,4106,Vicuña
316,4,04320001-1,RIO ELQUI EN ALGARROBAL,Vigentes,346934,6680103,043,0432,04320,Rio Elqui Entre Junta Rios Turbio y Claro y Bajo Quebrada de Leiva (Vicu¤a),Rio Elqui,R. Elqui Medio,04,4,Coquimbo,041,41,Elqui,04106,4106,Vicuña
317,4,04320003-8,VICUÑA (INIA),Vigentes,336432,6675762,043,0432,04320,Rio Elqui Entre Junta Rios Turbio y Claro y Bajo Quebrada de Leiva (Vicu¤a),Rio Elqui,R. Elqui Medio,04,4,Coquimbo,041,41,Elqui,04106,4106,Vicuña
318,4,04301005-0,LA LAGUNA EMBALSE,Vigentes,399759,6658338,043,0430,04301,Rio La Laguna entre desague La Laguna y Rio Toro,Rio Elqui,Rio Turbio,04,4,Coquimbo,041,41,Elqui,04106,4106,Vicuña
319,4,04314002-7,RIO CLARO EN RIVADAVIA,Vigentes,349932,6682122,043,0431,04314,Rio Claro entre Rio Cochiguas y Rio Elqui,Rio Elqui,Rio Claro,04,4,Coquimbo,041,41,Elqui,04106,4106,Vicuña
320,4,04335002-1,LA SERENA (ESCUELA AGRICOLA),Vigentes,282122,6689159,043,0433,04335,Rio Elqui Entre Quebrada Santa Gracia y Desembocadura,Rio Elqui,R. Elqui Bajo,04,4,Coquimbo,041,41,Elqui,04101,4101,La Serena
321,4,04335014-5,PRUEBA GPRS10,Vigentes,282770,6689843,043,0433,04335,Rio Elqui Entre Quebrada Santa Gracia y Desembocadura,Rio Elqui,R. Elqui Bajo,04,4,Coquimbo,041,41,Elqui,04101,4101,La Serena
322,4,04314003-5,MONTE GRANDE,Vigentes,355511,6670498,043,0431,04314,Rio Claro entre Rio Cochiguas y Rio Elqui,Rio Elqui,Rio Claro,04,4,Coquimbo,041,41,Elqui,04105,4105,Paiguano
323,4,04314008-6,PAIHUANO,Vigentes,353662,6677457,043,0431,04314,Rio Claro entre Rio Cochiguas y Rio Elqui,Rio Elqui,Rio Claro,04,4,Coquimbo,041,41,Elqui,04105,4105,Paiguano
324,4,04313003-K,COCHIGUAZ,Vigentes,364531,6664585,043,0431,04313,Rio Cochiguas Entre Bajo Quebrada Cha¤ar y Rio Claro,Rio Elqui,Rio Claro,04,4,Coquimbo,041,41,Elqui,04105,4105,Paiguano
