OBJECTID|AGNO|RBD|DGV_RBD|NOM_RBD|TIPO_SOST|COD_REG_RB|NOM_REG_RB|COD_PRO_RB|COD_COM_RB|NOM_COM_RB|COD_DEPROV|NOM_DEPROV|TIPO_DEPEN|DIRECCION|NUMERO|REFERENCIA|LATITUD|LONGITUD|MAT_PARV|MAT_BAS_RE|MAT_BAS_AD|MAT_ESP|MAT_MHC_RE|MAT_MHC_AD|MAT_MTP_RE|MAT_MTP_AD|MAT_TOTAL|MAT_HOM_TO|MAT_MUJ_TO|MAT_SI_TOT|CUR_SIM_TO|CUR_COMB_T
93|2021|8409|3|LICEO PIONEROS DEL SUR|1|11|AYSEN|113|11302|O'HIGGINS|111|COYHAIQUE|1|LAGO O'HIGGINS|100| |-48.47023|-72.567574|23|80|0|0|29|0|0|0|132|66|66|0|14|0
94|2021|8410|7|ESCUELA MUNICIPAL CDTE LUIS BRAVO BRAVO|1|11|AYSEN|113|11303|TORTEL|111|COYHAIQUE|1|SECTOR RINCON ALTO|0|SECTOR EL RINCÓN  ALTO   ROTONDA DE ESTACIONAMIENTO|-47.794579|-73.531898|19|71|0|0|0|0|0|0|90|46|44|0|10|0
95|2021|8408|5|ESC. BASICA HERNAN MERINO CORREA|1|11|AYSEN|113|11301|COCHRANE|111|COYHAIQUE|1|TENIENTE MERINO|585| |-47.253288|-72.572487|99|303|0|3|0|0|0|0|405|232|173|0|17|0
96|2021|24201|2|LICEO BICENTENARIO AUSTRAL LORD COCHRANE|1|11|AYSEN|113|11301|COCHRANE|111|COYHAIQUE|1|LUIS BAEZ|785| |-47.25103|-72.57038899999999|0|113|0|0|201|33|0|0|347|175|172|0|13|0
97|2021|8399|2|ESCUELA DE PUERTO BERTRAND|1|11|AYSEN|114|11401|CHILE CHICO|111|COYHAIQUE|1|CALLE COSTANERA|0|FRENTE AL LAGO... ....PUERTO BERTRAND|-47.016529|-72.829803|0|14|0|0|0|0|0|0|14|10|4|0|4|1
98|2021|8398|4|ESC. LIBERTADOR BERNARDO O´HIGGINS RIQUELME|1|11|AYSEN|114|11401|CHILE CHICO|111|COYHAIQUE|1|LOS NOTROS|175|LOS NOTROS CON ESQUINA LAS MAGNOLIAS|-46.843219999999995|-72.707161|11|44|0|0|0|0|0|0|55|33|22|0|2|2
99|2021|8397|6|ESCUELA TULIO BURGOS RIVERA|1|11|AYSEN|114|11401|CHILE CHICO|111|COYHAIQUE|1|MALLIN GRANDE|0|KILÓMETRO 30.|-46.69519|-72.44677|0|14|0|0|0|0|0|0|14|7|7|0|0|1
100|2021|8401|8|ESCUELA GABRIELA MISTRAL|1|11|AYSEN|114|11402|RÍO IBÁÑEZ|111|COYHAIQUE|1|PEDRO LAGOS|151|EL ESTABLECIMIENTO ESTÁ FRENTE A LA PLAZA DE LA LOCALIDAD.|-46.644562|-72.620293|15|42|0|0|0|0|0|0|57|33|24|0|2|3
101|2021|8407|7|ESCUELA MARIA ANTONIETA PARRA MONSALVE|1|11|AYSEN|114|11402|RÍO IBÁÑEZ|111|COYHAIQUE|1|CALLE PRINCIPAL PUERTO SANCHEZ|0|PTO SANCHEZ|-46.58289|-72.605408|0|5|0|0|0|0|0|0|5|4|1|0|0|1
102|2021|8394|1|LICEO BICENTENARIO LUISA RABANAL PALMA|1|11|AYSEN|114|11401|CHILE CHICO|111|COYHAIQUE|1|BERNARDO O'HIGGINS|675| |-46.540420999999995|-71.72155|0|179|0|0|195|0|32|0|406|202|204|0|14|0
103|2021|24216|0|ESCUELA BASICA DE CHILE CHICO|1|11|AYSEN|114|11401|CHILE CHICO|111|COYHAIQUE|1|CAUPOLICAN|0|CAUPOLICAN CHILE CHICO  XI REGIÓN  DE AYSEN|-46.539688|-71.72232799999999|112|344|0|1|0|0|0|0|457|234|223|0|17|0
104|2021|8404|2|ESCUELA AONIKENK|1|11|AYSEN|114|11402|RÍO IBÁÑEZ|111|COYHAIQUE|1|LUIS RISSOPATRON|181|A DOS CUADRAS DEL MARGEN NORTE DEL  LAGO GENERAL CARRERA|-46.288650999999994|-71.94058199999999|16|111|0|0|0|0|0|0|127|61|66|0|8|1
105|2021|8405|0|ESCUELA RURAL CARRETERA AUSTRAL|1|11|AYSEN|114|11402|RÍO IBÁÑEZ|111|COYHAIQUE|1|18 DE SEPTIEMBRE|326| BAHIA MURTA|-46.194931|-72.02686299999999|0|33|0|0|0|0|0|0|33|21|12|0|0|3
106|2021|8403|4|LICEO BICENTENARIO RURAL CERRO CASTILLO|1|11|AYSEN|114|11402|RÍO IBÁÑEZ|111|COYHAIQUE|1|ANIBAL PINTO|271|ANÍBAL PINTO    271|-46.123402|-72.153801|16|57|0|0|33|0|26|0|132|74|58|0|10|2
107|2021|8358|5|ESCUELA JOSE ANTOLIN SILVA ORMENO|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|ING STEFFENS|65| |-45.910351|-71.697678|7|53|0|0|0|0|0|0|60|32|28|0|4|2
108|2021|24232|2|ESCUELA ESPECIAL PRE-BASICA CLUB DE LEONES|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|DIEGO PORTALES|146| |-45.815464|-72.05324|0|4|0|60|0|0|0|0|64|39|25|0|13|0
109|2021|8356|9|ESCUELA RURAL CON INTERNADO RIO BLANCO|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|RUTA 7 SUR|35|RUTA 7 SUR KILOMETRO 35//UBICADA EN LA LOCALIDAD DE RÍO BLANCO, DISTANTE A 35KM. DE COYHAIQUE, CAPITAL DE LA XI REGIÓN, POR LA RUTA 7 SUR|-45.80722|-71.921539|10|53|0|0|0|0|0|0|63|36|27|0|0|4
110|2021|8357|7|ESCUELA RURAL VALLE SIMPSON|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|CLODOMIRO MILLAR|0|CLODOMIRO MILLAR SIN NÚMERO,RECINTO ESCUELA-KM 20 CAMINO LAGO ELIZALDE|-45.714821|-72.08170299999999|23|84|0|0|0|0|0|0|107|62|45|0|4|3
111|2021|8354|2|ESCUELA RURAL PABLO CEA VASQUEZ|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|CAMINO LAGO ATRAVESADO|0|CAMINO COYHAIQUE A LAGO ATRAVESADO KM. 18.-|-45.670390999999995|-72.222717|0|13|0|0|0|0|0|0|13|8|5|0|0|2
112|2021|41701|7|COLEGIO PATAGONIA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|3|PARCELA N° 38-A, SECTOR EL CLARO, COMUNA DE COYHAIQUE|0|CALLEJÓN BAHAMONDES ALTURA AERÓDROMO TENIENTE VIDAL|-45.605627999999996|-72.10768|45|0|0|0|0|0|0|0|45|20|25|0|3|0
113|2021|24238|1|CENTRO DE ESTUDIOS PATAGONIA LTDA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|CALLE COCHRANE|411|COCHRANE CON FREIRE|-45.59426|-72.06431599999999|0|0|25|0|0|251|0|0|276|139|137|0|8|0
114|2021|24226|8|COLEGIO EL CAMINO DE LA FUENTE|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|CIRCUNVALACION ORIENTE PONIENTE|1575| |-45.588726|-72.057755|152|560|0|0|0|0|0|0|712|385|327|0|23|0
115|2021|24243|8|COLEGIO CRISTIANO SEMBRADORES|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|CIRCUNVALACION ORIENTE PONIENTE|1789| |-45.588699|-72.053703|45|199|0|0|0|0|0|0|244|118|126|0|10|0
116|2021|24240|3|LICEO BICENTENARIO ALTOS DEL MACKAY|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|CAMINO AERODROMO TENIENTE VIDAL|3|SECTOR EL CLARO, KM. 3, CAMINO AERÓDROMO TENIENTE VIDAL.|-45.587939999999996|-72.087959|0|138|0|0|307|0|0|0|445|211|234|0|13|0
117|2021|24237|3|CEIA JOSEFINA MENDEZ E.I.R.L.|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|LAS VIOLETAS|240|FRENTE A INACAP COYHAIQUE. AL LADO DE `EL QUINCHO`|-45.58524|-72.06512|0|0|0|0|0|193|0|0|193|99|94|0|6|0
118|2021|24231|4|COLEGIO DIEGO PORTALES|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|ALMIRANTE SIMPSON|2530|SIMPSON FRENTE AL GOPE|-45.58519|-72.039429|51|370|0|0|142|0|0|0|563|274|289|0|16|0
119|2021|8353|4|ESCUELA NIEVES DEL SUR|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|LOS PINOS|825|SECTOR LAS LENGAS ALTURA HOGAR DE ANCIANOS|-45.583721|-72.069321|39|169|0|0|0|0|0|0|208|129|79|0|10|0
120|2021|8346|1|ESCUELA VICTOR DOMINGO SILVA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|LAS QUINTAS|826|LAS QUINTAS N° 826  POBLACIÓN VÍCTOR DOMINGO SILVA|-45.58197|-72.061157|29|185|0|0|0|0|0|0|214|116|98|0|10|0
121|2021|11608|4|LICEO TECNICO PROFESIONAL JUAN PABLO II|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|FRANCISCO BILBAO|2225|BILBAO 2105|-45.580971|-72.042526|0|166|0|0|147|27|518|0|858|446|412|0|27|0
122|2021|8351|8|ESCUELA DIFERENCIAL ESPANA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|LOS MANIOS|475| |-45.580326|-72.071075|0|0|0|114|0|0|0|0|114|79|35|0|16|0
123|2021|24233|0|LICEO FRANCISCO XAVIER BUTINA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|CALLE BILBAO|0|ESQUINA PASAJE NAZARETH - A LA ALTURA DE VILLA SAN JOSÉ|-45.58009|-72.042313|62|269|0|0|97|0|0|0|428|219|209|0|14|0
124|2021|24236|6|COLEGIO CAMPO DE HIELO|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|THOMAS ANDERSON|3177|POBLACIÓN SANTIAGO VERA CARTES|-45.579659|-72.029999|58|174|0|0|0|0|0|0|232|118|114|0|8|0
125|2021|8352|6|LICEO REPUBLICA ARGENTINA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|PASAJE ARAUCO|0|FREIRE 1671 ESQ. PASAJE ARAUCO|-45.579609|-72.050797|26|156|0|0|65|0|54|0|301|170|131|0|17|0
126|2021|8366|6|COLEGIO LYON COLLEGE|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|MAXIMILIANO CASAS|477|MAXIMILIANO CASAS ENTRE ERRAZURIZ Y FREIRE|-45.578838|-72.05529|32|157|0|0|0|0|0|0|189|101|88|0|10|0
127|2021|24206|3|CENTRO INTEGRAL DE EDUCACIÓN ALBORADA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|BILBAO|1511|ENTRE CALLE LIBERTAD Y CALLE INDEPENDENCIA.|-45.577369999999995|-72.053688|166|926|0|47|300|0|0|0|1439|744|695|0|43|0
128|2021|24224|1|COLEGIO ANTOINE DE SAINT EXUPERY|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|FREIRE|965| |-45.576111|-72.061836|71|372|0|0|338|0|0|0|781|395|386|0|19|0
129|2021|16983|8|COLEGIO EL CASTILLO|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|LAUTARO|463| |-45.575959999999995|-72.07001|5|0|0|26|0|0|0|0|31|20|11|0|3|1
130|2021|8367|4|COLEGIO MATER DEI DE COYHAIQUE|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|SIMON BOLIVAR|380|SECTOR CENTRO CIUDAD Y COMUNA DE COYHAIQUE|-45.574298999999996|-72.066803|145|631|0|0|260|0|0|0|1036|497|539|0|28|0
131|2021|8348|8|ESCUELA BAQUEDANO|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|AVENIDA BAQUEDANO|1427|AVENIDA BAQUEDANO ENTRE CALLE ALFONSO SERRANO Y MAX CASAS|-45.57402|-72.052689|52|337|0|57|0|0|0|0|446|254|192|0|23|0
132|2021|24215|2|CENTRO DE EDUCACION INTEGRADA DE ADULTOS|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|AVENIDA OGANA|1048|AL LADO DEL DEM AVENIDA  OGANA 1048 B|-45.57347|-72.07032|0|0|36|0|0|70|0|0|106|57|49|0|9|0
133|2021|8369|0|LICEO BICENTENARIO AGRICOLA E INDUSTRIAL DE LA PATAGONIA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|4|CAMINO COYHAIQUE ALTO|3|KM 3 CAMINO COYHAIQUE ALTO|-45.573181|-72.02941899999999|0|0|0|0|0|0|165|0|165|118|47|0|8|0
134|2021|24212|8|COLEGIO ALIANZA AUSTRAL DE COYHAIQUE|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|CAMINO TENIENTE VIDAL|195|CAMINO TENIENTE VIDAL 195-A|-45.572109|-72.077728|124|494|0|0|246|0|0|0|864|407|457|0|28|0
135|2021|24214|4|ESCUELA ALTAMIRA DE COYHAIQUE|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|COLON|50| |-45.572021|-72.061859|120|377|0|0|0|0|0|0|497|254|243|0|16|0
136|2021|8365|8|LICEO SAN FELIPE BENICIO DE COYHAIQUE|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|PLAZA|315| |-45.57196|-72.067719|0|360|0|0|714|0|0|0|1074|494|580|0|24|0
137|2021|24220|9|ESCUELA ANEXA INDEPENDENCIA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|INDEPENDENCIA|12|AL INTERIOR DE UN RECINTO CARCELARIO|-45.571200000000005|-72.04952|0|0|6|0|0|30|0|0|36|33|3|0|4|0
138|2021|8349|6|ESCUELA PEDRO QUINTANA MANSILLA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|ARTURO PRAT|139|CALLE  PRAT ENTRE GENERAL PARRA Y DUSSEN|-45.57058|-72.070557|112|585|0|0|0|0|0|0|697|360|337|0|27|0
139|2021|8345|3|LICEO JOSEFINA AGUIRRE MONTENEGRO|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|JOSE MIGUEL CARRERA|485|SECTOR CENTRO|-45.568932|-72.07122|0|29|0|0|236|0|137|0|402|167|235|0|18|0
140|2021|20361|0|COLEGIO TRAPANANDA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|CARRERA|154| |-45.568272|-72.066347|0|0|9|0|0|109|0|0|118|53|65|0|7|0
141|2021|24234|9|COLEGIO INGLES COYHAIQUE|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|12 DE OCTUBRE|437|ENTRE ERRAZURIZ Y FREIRE|-45.568189|-72.066482|0|0|23|0|0|170|0|0|193|87|106|0|5|0
142|2021|41375|5|CENTRO DE EDUCACIÓN DE ADULTOS (C.E.I.A.),`INSTITUTO POPULAR AYSÉN`|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|CALLE MANUEL RODRIGUEZ|388|0|-45.567952999999996|-72.070905|0|0|0|0|0|0|0|54|54|21|33|0|5|0
143|2021|8384|4|ESCUELA ALMIRANTE SIMPSON|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|1|O'HIGGINS|333|AVENIDA PRINCIPAL DE PUERTO CHACABUCO A CINCO CUADRAS DEL PUERTO AL LADO DE LA POSTA DE SALUD. PTO.CHACABUCO AISEN|-45.461819|-72.815857|32|136|0|0|0|0|0|0|168|86|82|0|10|0
144|2021|24241|1|CENTRODE ESTUDIOS PATAGONIA DE AYSEN|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|2|SARGENTO ALDEA|935| |-45.415572999999995|-72.69385|0|0|22|0|0|203|0|0|225|106|119|0|8|0
145|2021|11612|2|ESCUELA BASICA RIBERA SUR|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|1|CIRO ARREDONDO|545|POBLACION RIBERA SUR,CALLE CIRO ARREDONDO 545,ESQUINA RIO BLANCO.|-45.413559|-72.687103|21|170|0|0|0|0|0|0|191|105|86|0|11|0
146|2021|24229|2|ESCUELA LITORAL AUSTRAL|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|1|HUMBERTO GARCIA|635| |-45.41095|-72.679367|70|438|0|0|0|0|0|0|508|260|248|0|14|0
147|2021|8374|7|ESCUELA DESPERTAR|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|1|LUIS BUSTOS|246|RIBERA SUR|-45.410854|-72.688332|0|0|0|46|0|0|0|0|46|29|17|0|9|0
148|2021|8375|5|LICEO POLITECNICO DE AYSEN|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|1|HUMBERTO GARCIA|225| |-45.410599|-72.686127|0|109|0|0|0|34|292|25|460|271|189|0|22|0
149|2021|24223|3|ESCUELA DE LENGUAJE KALEM|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|2|ARTURO PRAT|650| |-45.4104|-72.700424|0|0|0|115|0|0|0|0|115|76|39|0|8|0
150|2021|40137|4|COLEGIO SINAI|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|2|COCHRANE|465|PUERTO AYSEN, COMUNA DE AYSEN.|-45.40847|-72.700752|21|95|0|0|0|0|0|0|116|52|64|0|6|1
151|2021|24209|8|COLEGIO SAGRADA FAMILIA|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|2|ELEUTERIO RAMIREZ|725|SECTOR CENTRO|-45.40728|-72.700668|52|409|0|0|116|0|0|0|577|274|303|0|20|0
152|2021|41695|9|ESCUELA HOSPITALARIA. JUNTOS FORJANDO EL MAÑANA|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|1|HUMBERTO GARCIA|1035|ESTE ESCUELA FUNCIONA EN DEPENDENCIA DEL HOSPITAL ANTIGUO|-45.405556|-72.702141|0|1|0|1|0|0|0|0|2|2|0|0|2|0
153|2021|24230|6|COLEGIO KALEM|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|2|CARRERA|1002| |-45.405209|-72.69207|99|568|0|85|256|0|0|0|1008|502|506|0|34|0
154|2021|24203|9|LICEO RAUL BROUSSAIN CAMPINO|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|1|SARGENTO ALDEA|850|CENTRO DE LA CIUDAD DE PUERTO AYSEN.|-45.405048|-72.696274|0|111|0|0|226|0|0|0|337|158|179|0|12|0
155|2021|8377|1|ESCUELA AYSEN|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|1|SARGENTO ALDEA|880|SECTOR CENTRO, CALLE SARGENTO ALDEA  ESQUINA CALLE LAUTARO|-45.40493|-72.695503|30|167|0|0|0|0|0|0|197|112|85|0|8|0
156|2021|24207|1|LICEO SAN JOSE U.R.|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|2|CAUPOLICAN|785|-45.401940, -72.694820|-45.401939|-72.694817|0|153|0|0|337|0|0|0|490|214|276|0|15|0
157|2021|8376|3|ESCUELA BASICA MUNICIPAL POETISA GABRIELA MISTRAL|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|1|MANUEL RODRIGUEZ|1021| |-45.396750999999995|-72.68807199999999|45|305|0|0|0|0|0|0|350|182|168|0|14|0
158|2021|24213|6|LICEO BICENTENARIO SANTA TERESA DE LOS ANDES|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|2|CAMINO AYSEN - COYHAIQUE|2|KM.2 CAMINO AYSEN - COYHAIQUE|-45.396709|-72.66452799999999|65|290|0|0|127|0|0|0|482|226|256|0|14|0
159|2021|8355|0|ESCUELA RURAL PABLO NERUDA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|RUTA 7 NORTE|32|ESCUELA RURAL//RUTA 7 NORTE, KM 32, VILLA ORTEGA|-45.369541|-71.983261|9|44|0|0|0|0|0|0|53|29|24|0|0|4
160|2021|16975|7|COLEGIO UNIÓN FRATERNA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|CIRCUNVALACION ORIENTE|187|CAMPOS DE HIELO ESQUINA AVENIDA ESCUELA  AGRÍCOLA.|-45.343379999999996|-72.015259|53|178|0|0|0|0|0|0|231|118|113|0|8|0
161|2021|8368|2|ESCUELA PARTICULAR SAN JOSE OBRERO|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|2|PEDRO AGUIRRE CERDA|50|PEDRO AGUIRRE CERDA 050|-45.34227|-72.331711|89|402|0|0|0|0|0|0|491|241|250|0|17|0
162|2021|8361|5|ESCUELA RURAL VALLE DE LA LUNA|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|CAMINO INTERNACIONAL COYHAIQUE-PUERTO|62|CAMINO INTERNACIONAL COYHAIQUE-PUESTO VIEJO KM. 62, VILLA NIREHUAO|-45.269852|-71.715813|7|44|0|0|0|0|0|0|51|30|21|0|2|3
163|2021|8380|1|LICEO MANIHUALES|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|1|ARTURO PRAT|235| |-45.1717|-72.144897|47|250|0|0|59|18|14|0|388|203|185|0|20|0
164|2021|8379|8|ESCUELA PEDRO AGUIRRE CERDA|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|1|SAN MARTIN|351|SAN MARTÍN 351 PUERTO AGUIRRE|-45.164471|-73.52400999999999|11|55|0|0|0|29|0|0|95|47|48|0|12|0
165|2021|8382|8|ESCUELA CARLOS CONDELL|1|11|AYSEN|112|11201|AYSÉN|111|COYHAIQUE|1|MANUEL RODRIGUEZ|699|CALETA ANDRADE, ISLAS HUICHAS, COMUNA DE AYSÉN|-45.1511|-73.50859799999999|3|53|0|0|0|0|0|0|56|26|30|0|3|2
166|2021|8362|3|ESCUELA RURAL ARROYO EL GATO|1|11|AYSEN|111|11101|COYHAIQUE|111|COYHAIQUE|1|CAMINO COYHAIQUE ARROYO EL GATO|0| |-45.139148999999996|-71.87773899999999|0|15|0|0|0|0|0|0|15|9|6|0|1|1
167|2021|8370|4|ESCUELA MUNICIPAL VILLA AMENGUAL|1|11|AYSEN|111|11102|LAGO VERDE|111|COYHAIQUE|1|CARRETERA AUSTRAL|132|CRUCE VIVIANA HACIA EL NORTE POR RUTA 7//CARRETERA AUSTRAL KM 132 VILLA AMENGUAL|-44.747581|-72.21082299999999|0|12|0|0|0|0|0|0|12|9|3|0|0|2
168|2021|24204|7|LICEO ARTURO PRAT CHACON|1|11|AYSEN|112|11202|CISNES|111|COYHAIQUE|1|JOSE MARIA CARO|455|DE LA PLAZA DE ARMAS HACIA EL ESTE, POR JOSÉ MARIA CARO.|-44.729918999999995|-72.69103199999999|0|0|0|0|143|34|16|0|193|92|101|0|9|0
169|2021|24210|1|ESC. PART.MADRE DE LA DIVINA PROVIDENCIA|1|11|AYSEN|112|11202|CISNES|111|COYHAIQUE|1|PUERTO GALA|0|ISLA TOTO, CALETA LENGA|-44.727581|-72.681198|0|11|0|0|0|0|0|0|11|7|4|0|0|1
170|2021|8388|7|ESCUELA GUIDO GOMEZ MUNOZ|1|11|AYSEN|112|11202|CISNES|111|COYHAIQUE|1|GABRIELA MISTRAL|601| |-44.727139|-72.68094599999999|82|378|0|0|0|0|0|0|460|247|213|0|20|0
171|2021|24218|7|ESC.NUESTRA SRA DE LA DIVINA PROVIDENCIA|1|11|AYSEN|112|11202|CISNES|111|COYHAIQUE|2|PUERTO GAVIOTA|0|EXTREMO SUR, PARQUE NACIONAL ISLA MAGDALENA, AYSÉN.|-44.668670999999996|-72.836548|0|4|0|0|0|0|0|0|4|1|3|0|2|1
172|2021|8372|0|ESCUELA RURAL CON INTERNADO LA TAPERA|1|11|AYSEN|111|11102|LAGO VERDE|111|COYHAIQUE|1|BERNARDO O'HIGGINS|310|VILLA LA TAPERA, FRENTE A LA PLAZA CENTRAL|-44.643139|-71.67511|0|23|0|0|0|0|0|0|23|12|11|0|0|2
173|2021|8373|9|ESCUELA RURAL SOBERANIA RIO CISNES|1|11|AYSEN|111|11102|LAGO VERDE|111|COYHAIQUE|1|ALTO RIO CISNES|0|FRENTE RETÉN (F) ALTO RÍO CISNES.|-44.49802|-71.313293|0|1|0|0|0|0|0|0|1|1|0|0|0|1
174|2021|8390|9|ESCUELA HAMBURGO|1|11|AYSEN|112|11202|CISNES|111|COYHAIQUE|1|GABRIELA MISTRAL|69|GABRIELA MISTRAL N° 69 PUYUHUAPI. REGION DE AYSEN|-44.324580999999995|-72.556679|9|76|0|0|0|0|0|0|85|47|38|0|10|0
175|2021|8371|2|ESC.CON INTERNADO JOSE MIGUEL CARRERA|1|11|AYSEN|111|11102|LAGO VERDE|111|COYHAIQUE|1|AVENIDA VALLE QUINTO|172|HTTP://ESCUELAJMCLAGOVERDE.WEBNODE.CL/|-44.239529|-71.85022|0|40|0|0|0|0|0|0|40|25|15|0|2|2
176|2021|11609|2|ESCUELA MUNICIPAL MELIMOYU|1|11|AYSEN|112|11202|CISNES|111|COYHAIQUE|1|MELIMOYU|0| |-44.076988|-73.086327|0|2|0|0|0|0|0|0|2|0|2|0|0|1
177|2021|8391|7|ESCUELA EUSEBIO IBAR SCHEPELER|1|11|AYSEN|112|11202|CISNES|111|COYHAIQUE|1|CAMILO HENRIQUEZ LA JUNTA|0|CAMILO HENRIQUEZ LA JUNTA|-43.968941|-72.407791|37|198|0|0|99|0|0|0|334|177|157|0|14|0
178|2021|8392|5|LICEO MELINKA|1|11|AYSEN|112|11203|GUAITECAS|111|COYHAIQUE|1|COSTANERA|0|AL SUR DE LA ISLA DE CHILOE|-43.896542|-73.748573|40|180|0|0|68|0|0|0|288|157|131|0|14|0
179|2021|8393|3|ESCUELA DE REPOLLAL|1|11|AYSEN|112|11203|GUAITECAS|111|COYHAIQUE|1|MELINKA - CAMINO A REPOLLAL|0|AEROPUERTO PUERTO MELIENKA|-43.88736|-73.87651799999999|0|16|0|0|0|0|0|0|16|8|8|0|0|1
180|2021|8389|5|ESCUELA AMANDA LABARCA HUBERSTONE|1|11|AYSEN|112|11202|CISNES|111|COYHAIQUE|1|RAUL MARIN BALMACEDA|0|SECTOR RAMPA LOCAL|-43.777308999999995|-72.95303299999999|0|27|0|0|0|0|0|0|27|14|13|0|0|2
181|2021|8344|5|ESCUELA RURAL LA CASCADA|1|10|LAGOS|104|10404|PALENA|104|PALENA|1|EL TRANQUILO|0|SECTOR EL TRANQUILO|-43.704398999999995|-72.13784|0|4|0|0|0|0|0|0|4|2|2|0|2|1
182|2021|22138|4|ESCUELA RURAL EL TIGRE|1|10|LAGOS|104|10404|PALENA|104|PALENA|1|PALENA|0|SECTOR RURAL EL TIGRE|-43.651402|-71.892853|0|13|0|0|0|0|0|0|13|6|7|0|6|0
183|2021|8341|0|ESCUELA RURAL FRONTERIZA|1|10|LAGOS|104|10404|PALENA|104|PALENA|1|VALLE CALIFORNIA|0|SECTOR RURAL VALLE CALIFORNIA|-43.64299|-71.68543199999999|0|12|0|0|0|0|0|0|12|3|9|0|6|0
184|2021|8340|2|ESCUELA RURAL RIO MALITO|1|10|LAGOS|104|10404|PALENA|104|PALENA|1|RIO MALITO|0|SECTOR EL MALITO|-43.618010999999996|-72.00782|0|9|0|0|0|0|0|0|9|2|7|0|0|1
